CODLOCAL | DESCRLOCAL         | LOCAL_PATH                                       | LOCAL_PATH_CODES     | LOCAL_DEPTH | CODPROD | DESCRPROD                                | UNIDADE | MARCA      | NCM      | TOTAL_ESTOQUE     
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3183    | FITA DUPLA FACE ACRILICA TRANSPARENTE 3M | MM      | 3M         | 35061090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5061    | FITA DUPLA FACE ESPUMA BRANCA            | MM      | GENERICO   | 35061090 | 5                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6346    | FITA ENCOSTO TORRE ELEV. HYSTER 104264   | MM      | HYSTER     | 84312011 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2216    | FITA ISOLANTE DE TECIDO 19MMX10MT        | MM      | DNI        | 59061000 | 18                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6394    | FITA ISOLANTE LIQUIDA                    | MM      | WURTH      | 59061000 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2215    | FITA ISOLANTE PRETA 3M IMPERIAL CLASSE C | MM      | 3M         | 39191020 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2176    | FITA VEDA ROSCA                          | MM      | PRATIK     | 39209990 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6106    | FLANGE DISCO RODOAR                      | MM      | GENERICO   | 87087090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6048    | FLEXIVEL DE CUICA 850MM GUERRA/RANDON    | MM      | GENERICO   | 40169300 | 5                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2227    | FLUIDO DE FREIO DOT 4                    | MM      | BOSCH      | 38190000 | 44                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9253    | FLUXO DECAPANTE PARA  SOLDA              | MM      | GENERICO   | 38101020 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8058    | FORRO BANCOS E TETO COMPLETO             | MM      | GENERICO   | 94012000 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10159   | FORRO PORTA CINZA FORD CARGO             | MM      | GENERICO   | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6703    | FORRO PORTA LADO ESQUERDO VW 2R0867011A  | MM      | VOLKSWAGEN | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6704    | FORRO PORTA VW LADO DIREITO 2RD867012    | MM      | VOLKSWAGEN | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6171    | FREIO MOTOR XCMG 1938                    | MM      | XCMG       | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5750    | FREIOS RETARDER ELETROMAGNETICO CARAJAS  | MM      | CARAJAS    | 73181600 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13621   | FUNDO PRETO FOSCO VINILICO LAZZURIL900ML | MM      | SHERWIN WI | None     | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3805    | FUNDO PRIMER PU COM CATALISADOR AUTOLUKS | MM      | AUTOLUKS   | None     | 10                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9355    | FUNIL PLASTICO COM BICO FLEXIVEL PRETO   | MM      | GENERICO   | 70193900 | 8                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13150   | FUSIVEL  LAMINA MEDIO  3A - RAC4507      | MM      | GENERICO   | 85351000 | 100               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3120    | FUSIVEL LAMINA 10A - H-1010              | MM      | GENERICO   | 85351000 | 100               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3122    | FUSIVEL LAMINA 15A - H-1015              | MM      | GENERICO   | 85351000 | 95                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3125    | FUSIVEL LAMINA 20A - H-1020              | MM      | GENERICO   | 85351000 | 107               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3128    | FUSIVEL LAMINA 25A                       | MM      | GENERICO   | 85351000 | 123               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3129    | FUSIVEL LAMINA 30A - H-1030              | MM      | GENERICO   | 85351000 | 20                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3119    | FUSIVEL LAMINA 5A - H-1005               | MM      | GENERICO   | 85351000 | 390               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3121    | FUSIVEL MINI LAMINA  10A                 | MM      | GENERICO   | 85351000 | 50                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3123    | FUSIVEL MINI LAMINA  15A - H-2015        | MM      | GENERICO   | 85351000 | 100               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3126    | FUSIVEL MINI LAMINA  20A - H-2020        | MM      | GENERICO   | 85351000 | 150               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3127    | FUSIVEL MINI LAMINA  25A - DNI 317025    | MM      | DNI        | 85351000 | 80                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3130    | FUSÍVEL MINI LÂMINA  30A - H-2030        | MM      | GENERICO   | 85351000 | 25                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13148   | FUSIVEL MINI LAMINA  3A - RAC4496        | MM      | GENERICO   | 85351000 | 100               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5622    | FUSIVEL MINI LAMINA  5A - DNI317005      | MM      | GENERICO   | 85351000 | 25                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4687    | FUSIVEL VIDRO 5X20                       | MM      | GENERICO   | 85351000 | 159               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8937    | GANCHO                                   | MM      | GENERICO   | 39269090 | 130               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13741   | GARFO CARDAN F/V (SOLDAR) SOROCARD       | MM      | SOROCARD   | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13748   | GARFO CARDAN M (SOLDAR)                  | MM      | LNG        | 87089990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6125    | GARFO CARDAN SOLDAR LNG 300174           | MM      | LNG        | 87085099 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15403   | GARFO EMBREAGEM VW TPH141857             | MM      | GENERICO   | 87089300 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2989    | GARFO PARA MOTOR DE PARTIDA UF 4.419     | MM      | UNIFAP     | 73181900 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2988    | GARFO PARA MOTOR DE PARTIDA UF 4421      | MM      | UNIFAP     | 73181900 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6144    | GARFO PARA MOTOR PARTIDA UF4413          | MM      | UNIFAP     | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13780   | GARFO TOMADA FORCA FAST GEAR 8JS125T     | MM      | FAST GEAR  | 84812090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9273    | GARRA NEGATIVA BRONZE                    | MM      | GENERICO   | 85366990 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9123    | GARRA PARA BATERIA                       | MM      | GENERICO   | 85366990 | 58                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3161    | GARRA PARA BATERIA                       | MM      | WRF        | 85366990 | 24                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6614    | GARRA PARA BATERIA 10A JACARE PEQUENA    | MM      | GENERICO   | 85366990 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3674    | GAS MISTURA P/ SOLDA MIG                 | MM      | GENERICO   | 28042100 | 8                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5727    | GAVETEIRO PLASTICO BIN                   | MM      | GENERICO   | 87149990 | 70                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3284    | GAXETA HIDRAULICA APC                    | MM      | GENERICO   | 40169300 | 54                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5408    | GAXETA KDAS                              | MM      | KDAS       | 40169300 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11540   | GAXETA PU 90 SHORE A 40,00X50,00X7,10    | MM      | GENERICO   | 40169300 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13242   | GAXETA VEDACAO SANY EM ANEL              | MM      | SANY       | 40169300 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10042   | GAXETA WAYNE HU                          | MM      | GENERICO   | 40169300 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9260    | GEL RECARGA VISCOSA BUFFALO 15000 95ML   | MM      | GENERICO   | 87089990 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3495    | GIROLED AL285 10W 12/24V 54L COR AMBAR   | MM      | AUTOPOLI   | 85122029 | 11                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13639   | GIZ DE CERA                              | MM      | GENERICO   | 96099000 | 7                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2189    | GIZ DE ESCOLAR                           | MM      | DELTA      | 96099000 | 64                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8078    | GOTA MAGICA PARA SOLDAR                  | MM      | GENERICO   | 38109000 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 14362   | GRADE DIANT. PARACHOQUE C/ EMBLEMA FIAT  | MM      | FIAT       | 87087090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9465    | GRADE ENTRADA AR  HYSTER 2067476 5800485 | MM      | GENERICO   | 84312019 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2538    | GRAMPO CLIP CABO DE AÇO 1/4"             | MM      | GENERICO   | 90189095 | 40                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2539    | GRAMPO CLIP PESADO CABO DE ACO           | MM      | GENERICO   | 90189095 | 114               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4701    | GRAMPO DE MOLA TIPO DA TRASEIRO          | MM      | GENERICO   | 87169090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3148    | GRAMPO POLIDO PARA CERCA (ARESTE)        | MM      | GENERICO   | 73170020 | 53                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9022    | GRAMPO PRESILHA FORRO PORTA IVECO        | MM      | GENERICO   | 87082999 | 130               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7836    | GRAMPO PRESILHA REBITE FORRO UNIVERSAL   | MM      | GENERICO   | 87082999 | 126               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 14430   | GRAMPO TRAVA MAÇANETA 2R2837199          | MM      | VOLKSWAGEN | 87082999 | 22                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3643    | GRAXA BRANCA SPRAY                       | MM      | GENERICO   | 27101932 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11285   | GRAXA DE SILICONE G01 BLACK PRIME        | MM      | BLACKPRIME | 39100012 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7518    | GRAXA DIELETRICA P/CHAVES ELETRICAS      | MM      | GENERICO   | 27101932 | 5                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3087    | GRAXEIRA 45° ROSCA DE 1/4"               | MM      | HYSTER     | 84879000 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8868    | GRAXEIRA 45° ROSCA MM                    | MM      | GENERICO   | 84879000 | 100               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2561    | GRAXEIRA 90° ROSCA 3/8"                  | MM      | GENERICO   | 84879000 | 114               
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 2565    | GRAXEIRA DUPLA 45° ROSCA 3/8"            | MM      | GENERICO   | 84879000 | 20                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13867   | GUARDA PO ALAVANCA CAMBIO MERCEDES ATEGO | MM      | GENERICO   | 87082999 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6771    | GUARDA PO ALAVANCA CAMBIO TJG711116      | MM      | GENERICO   | 87082999 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8286    | GUARDA PO TERMINAL DE DIRECAO            | MM      | GENERICO   | 87082999 | 37                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 8285    | GUARDA PO TERMINAL DE DIRECAO GPM01      | MM      | GENERICO   | 87082999 | 30                
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9687    | GUIA DE VALVULA ADMISSAO SHANGHAI        | MM      | XCMG       | 84821010 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 9688    | GUIA DE VALVULA ESCAPE SHANGHAI KIT C/6  | MM      | XCMG       | 84821010 | 6                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13973   | GUIA PRESILHA PATIM VIDRO                | MM      | FIAT       | None     | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6863    | GUIA VALVULA VW GOL 1.0/1.6 8V/16V EA111 | MM      | GENERICO   | 84099917 | 8                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3739    | GUINDAUTOS                               | MM      | GENERICO   | 87042310 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6082    | HASTE CILINDRO HIDRAULICO                | MM      | GENERICO   | 82029990 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6677    | HASTE CUICA FREIO 24/30 E 30/30          | MM      | GENERICO   | 87083090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3605    | HASTE P/ SERRA COPO                      | MM      | GENERICO   | 82029990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5489    | HASTE TRACAO M12 X 1,25 LADO DIREITO     | MM      | GENERICO   | 82029990 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5575    | HASTE TRACAO M12 X 1,25 LADO ESQUERDO    | MM      | GENERICO   | 82029990 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5914    | HASTE VARAO COMANDO HIDRAULICO VDM007    | MM      | PALFINGER  | 90328100 | 0                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7706    | IMPULSOR BENDIX PARTIDA MBB ZEN0105      | MM      | ZEN        | 84834090 | 3                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7388    | IMPULSOR DE PARTIDA DELCO 10492409L      | MM      | DELCO REMY | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15568   | IMPULSOR DE PARTIDA DO MOTOR DE ARRANQUE | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5997    | IMPULSOR DE PARTIDA ZEN 0024 BZM 9900240 | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6157    | IMPULSOR DE PARTIDA ZEN 0097             | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6001    | IMPULSOR DE PARTIDA ZEN 0118             | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3003    | IMPULSOR DE PARTIDA ZEN 0595             | MM      | ZEN        | 84834090 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6156    | IMPULSOR DE PARTIDA ZEN 0920             | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6000    | IMPULSOR DE PARTIDA ZEN 1533             | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 4689    | IMPULSOR DE PARTIDA ZEN 1872             | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6753    | IMPULSOR DE PARTIDA ZEN BZM 9901050      | MM      | ZEN        | 84834090 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7175    | IMPULSOR DE PARTIDA ZEN1114              | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7172    | IMPULSOR DE PARTIDA ZEN1159              | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 15569   | IMPULSOR DE PARTIDA ZM 8579014           | MM      | ZM         | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12425   | IMPULSOR PARTIDA MOTOR ZEN 1921          | MM      | ZEN        | 84834090 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 13107   | INCLINOMETRO LIMITADOR MOMENTO IN10.184  | MM      | TECNNIC    | 90328929 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5768    | INDICADOR 60 COMBUSTIVEL 10 180 24V      | MM      | GENERICO   | None     | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7576    | INDICADOR APERTO TRAVA PORCA             | MM      | GENERICO   | 87087090 | 1000              
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 5213    | INDUZIDO 12V DELCO REMY 10515833         | MM      | DELCO REMY | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6836    | INDUZIDO 12V ZM 8379002                  | MM      | ZWF        | 85114000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12676   | INDUZIDO 24V DELCO REMY 10515834         | MM      | DELCO REMY | 85119000 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7296    | INDUZIDO DELCO REMY 10485270             | MM      | DELCO REMY | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 6817    | INDUZIDO MOTOR PARTIDA 2339305117 12V    | MM      | BOSCH      | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7720    | INDUZIDO MOTOR PARTIDA ATX20187          | MM      | AUTOMAX    | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7718    | INDUZIDO PARTIDA SCANIA 124 AP0011151    | MM      | GENERICO   | 85119000 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 7154    | INDUZIDO ZM 8348002                      | MM      | ZM         | 85364100 | 2                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 12899   | INDUZIDO ZM 8348052                      | MM      | ZM         | 85364100 | 1                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 10366   | INJETOR HYUNDAY DELPHI 338004A710        | MM      | DELPHI     | 84099969 | 4                 
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 3200    | INSERT DE LATAO PARA TUBO DE AR          | MM      | GENERICO   | 39174090 | 1334              
101001   | ALMOX PECAS        | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | 2           | 11248   | INSERTO TUBO                             | MM      | GENERICO   | 39174090 | 2                 
